ccn_str,facility_name,state,sample_role,provider_chain_name_latest,owner_name_raw_primary,owner_aliases_raw,owner_identification_method,owner_cluster,parent_owner_name,owner_source_type,owner_source_label,owner_source_url,owner_source_note,reit_years_in_panel,first_reit_year_in_panel,last_reit_year_in_panel,consecutive_reit_run_start,consecutive_reit_run_end,consecutive_reit_run_length,first_reit_snapshot_date,last_reit_snapshot_date,owner_takeover_date_estimated,owner_takeover_date_source,change_in_ownership_date_if_observed,change_in_ownership_type,prior_owner_name_if_observed,prior_owner_source,all_buyer_chow_dates,all_buyer_chow_seller_names,pre_reit_snapshot_date,pre_reit_snapshot_owner_entities,cluster_size
366499,WILLOWS AT BOWLING GREEN THE,OH,control,TRILOGY HEALTH SERVICES,TRILOGY REAL ESTATE INVESTMENT TRUST,"AMERICAN HEALTHCARE REIT, INC.|TRILOGY REAL ESTATE INVESTMENT TRUST|AMERICAN HEALTHCARE REIT INC",named_reit_owner_row,American Healthcare REIT / Trilogy,"American Healthcare REIT, Inc.",official_company_ir,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,2024|2025|2026,2024,2026,2024,2026,3,2024-12-05,2026-03-02,2021-10-01,CMS SNF_All_Owners association date,,,,,,,2024-10-07,"AMERICAN HEALTHCARE REIT, INC.|NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|TRILOGY REAL ESTATE INVESTMENT TRUST|GABRIEL WILLHITE CHAIRMAN OF THE BOARD|TRILOGY REIT HOLDINGS, LLC|CRISTINA E PIETROWSKI CHIEF LEGAL OFFICER|TRILOGY MANAGEMENT SERVICES, LLC|GAHC3 TRILOGY JV, LLC|GREGORY A. CONNER SENIOR VICE PRESIDENT-TREASURER|AMERICAN HEALTHCARE REIT HOLDINGS LP|DANNY PROSKY EXECUTIVE VICE PRESIDENT|TRILOGY OPCO, LLC|BILLIE GERDING EXECUTIVE DIRECTOR|LISA FIGHTMASTER LICENSURE ANALYST|TRILOGY HOLDINGS NT-HCI, LLC|JESSICA THACKER LICENSURE ANALYST|LEIGH ANN BARNEY CHIEF EXECUTIVE OFFICER|TRILOGY INVESTORS, LLC|TRILOGY HEALTHCARE HOLDINGS, INC.|KATHY M CORBIN DIRECTOR OF LICENSURE|TODD B MEHAFFEY CHIEF OPERATIONS OFFICER|DAVID W DAVIS CHIEF FINANCIAL OFFICER|CONTINENTAL MERGER SUB, LLC|NORTHSTAR HEALTHCARE INCOME INC|GAHC4 TRILOGY JV, LLC",38
035253,BROOKDALE SANTA CATALINA,AZ,control,BROOKDALE SENIOR LIVING,OMEGA HEALTHCARE INVESTORS INC,OMEGA HEALTHCARE INVESTORS INC,named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-10-01,2026-03-02,2021-01-20,CMS SNF_All_Owners association date,,,,,,,2025-09-01,KEVIN W BOWMAN EXECUTIVE VP|KEVIN W LA MARRE VICE PRESIDENT- ACCOUNTING|BROOKDALE SENIOR LIVING INC|CHADWICK C WHITE EXECUTIVE VP|NICHOLAS RADEKA|ARCPI HOLDINGS INC|ANNA F.C. MUNOZ ASSISTANT SECRETARY|AMERICAN RETIREMENT CORPORATION,26
105713,ALPINE HEALTH AND REHABILITATION CENTER,FL,control,SENIOR HEALTH SOUTH,"OMEGA HEALTHCARE INVESTORS, INC","OMEGA HEALTHCARE INVESTORS, INC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-06-02,2026-03-02,2003-07-01,CMS SNF_All_Owners association date,,,,,,,2025-05-01,"NOREST MADZVIMBO ADMINISTRATOR|RICH DEPIANO BOARD MEMBER|SENIOR HEALTH SOUTH EX LLC|HOWARD JAFFE BOARD MEMBER|PENNY RICHMOND BOARD MEMBER|MARCEA MCFARLANE INTERIM DIRECTOR OF NURSING|ANN MULLEN BOARD MEMBER|SENIOR HEALTH PROPERTIES SOUTH, INC",26
105286,BARTOW CENTER,FL,control,HEARTHSTONE SENIOR COMMUNITIES,"OMEGA HEALTHCARE INVESTORS, INC","OMEGA HEALTHCARE INVESTORS, INC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-07-01,2026-03-02,2003-08-01,CMS SNF_All_Owners association date,,,,,,,2025-06-02,"HEARTHSTONE SENIOR COMMUNITIES, INC.|ALVIN GARNER BOARD MEMBER|JAMIE BOWDEN ADMINISTRATOR|LORI ROMBOLD BOARD MEMBER|HOWARD JAFFE OFFICER|BARTOW REHABILITATION CENTER LLC|MEREDITH HUMAN DIRECTOR OF NURSING|BRIAN WYATT BOARD MEMBER",26
105271,BOCA CIEGA CENTER,FL,control,HEARTHSTONE SENIOR COMMUNITIES,"OMEGA HEALTHCARE INVESTORS, INC","OMEGA HEALTHCARE INVESTORS, INC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-06-02,2026-03-02,2003-07-01,CMS SNF_All_Owners association date,,,,,,,2025-05-01,"HEARTHSTONE SENIOR COMMUNITIES, INC.|ALVIN GARNER BOARD MEMBER|LORI ROMBOLD BOARD MEMBER|HOWARD JAFFE CHAIRMAN OF THE BOARD|DANNY M DAVIS ADMINISTRATOR|BOCA CIEGA REHABILITATION CENTER LLC|BRIAN WYATT BOARD MEMBER|DEON WILSON-SAWYERS DIRECTOR OF NURSING",26
105327,CASA MORA REHABILITATION AND EXTENDED CARE,FL,control,FLORIDA INSTITUTE FOR LONG-TERM CARE,"OMEGA HEALTH INVESTORS, INC","OMEGA HEALTH INVESTORS, INC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-06-02,2026-03-02,2003-07-01,CMS SNF_All_Owners association date,,,,,,,2025-05-01,"HEATHER SANDERS DIRECTOR OF NURSING|FI-CASA MORA, LLC|JAMES P MULLARKEY BOARD MEMBER|HOWARD JAFFE OFFICER|PENNY RICHMOND BOARD MEMBER|FLORIDA INSTITUTE FOR LONG TERM CARE LLC|SUN COAST NURSING CENTERS INC|KATHY KATZ-HALL BOARD MEMBER|JEFF NUSBAUM ADMINISTRATOR",26
105274,CLEARWATER CENTER,FL,control,HEARTHSTONE SENIOR COMMUNITIES,"OMEGA HEALTHCARE INVESTORS, INC","OMEGA HEALTHCARE INVESTORS, INC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-07-01,2026-03-02,2003-08-01,CMS SNF_All_Owners association date,,,,,,,2025-06-02,"HEARTHSTONE SENIOR COMMUNITIES, INC.|ALVIN GARNER BOARD MEMBER|LORI ROMBOLD BOARD MEMBER|HOWARD JAFFE OFFICER|CLEARWATER REHABILITATION CENTER, LLC|BUFORD ORNDUFF DIRECTOR OF NURSING|PAUL PRYBYLSKI ADMINISTRATOR|BRIAN WYATT BOARD MEMBER",26
105029,COMMUNITY CONVALESCENT CENTER,FL,control,SENIOR HEALTH SOUTH,"OMEGA HEALTHCARE INVESTORS, INC","OMEGA HEALTHCARE INVESTORS, INC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-08-01,2026-03-02,2005-09-01,CMS SNF_All_Owners association date,,,,,,,2025-07-01,"RICH DEPIANO BOARD MEMBER|SENIOR HEALTH SOUTH EX LLC|HOWARD JAFFE OFFICER|PENNY RICHMOND BOARD MEMBER|DONNA ROGERS NURSING HOME ADMINISTRATOR|ANN MULLEN BOARD MEMBER|RICHARD GIESLER DIRECTOR OF NURSING|SENIOR HEALTH PROPERTIES SOUTH, INC",26
105293,EGRET COVE CENTER,FL,control,HEARTHSTONE SENIOR COMMUNITIES,"OMEGA HEALTHCARE INVESTORS, INC","OMEGA HEALTHCARE INVESTORS, INC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-07-01,2026-03-02,2003-08-01,CMS SNF_All_Owners association date,,,,,,,2025-06-02,"HEARTHSTONE SENIOR COMMUNITIES, INC.|ALVIN GARNER BOARD MEMBER|LORI ROMBOLD BOARD MEMBER|HOWARD JAFFE OFFICER|BRENDA DAVIS EVERETT ADMINISTRATOR|BETHANY BEEBE DIRECTOR OF NURSING|BRIAN WYATT BOARD MEMBER",26
105265,EMERALD COAST CENTER,FL,control,HEARTHSTONE SENIOR COMMUNITIES,"OMEGA HEALTHCARE INVESTORS, INC.","OMEGA HEALTHCARE INVESTORS, INC.",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-07-01,2026-03-02,2003-08-01,CMS SNF_All_Owners association date,,,,,,,2025-06-02,"HEARTHSTONE SENIOR COMMUNITIES, INC.|ALVIN GARNER BOARD MEMBER|LORI ROMBOLD BOARD MEMBER|HOWARD JAFFE OFFICER|SHERRI MCKAY DIRECTOR OF NURSING|TAMMY HARDY-FAUBER ADMINISTRATOR|BRIAN WYATT BOARD MEMBER",26
105690,Highland Pines Rehabilitation Center,FL,control,FLORIDA INSTITUTE FOR LONG-TERM CARE,"OMEGA HEALTH INVESTORS, INC","OMEGA HEALTH INVESTORS, INC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-08-01,2026-03-02,2003-07-01,CMS SNF_All_Owners association date,,,,,,,2025-07-01,JAMES P MULLARKEY BOARD MEMBER|HOWARD JAFFE CHAIRMAN OF THE BOARD|GINA GENTILE DIRECTOR OF NURSING|PENNY RICHMOND BOARD MEMBER|FLORIDA INSTITUTE FOR LONG TERM CARE LLC|KATHY KATZ-HALL BOARD MEMBER|MELANIE WILSON ADMINISTRATOR,26
105572,POMPANO HEALTH AND REHABILITATION CENTER,FL,control,FLORIDA INSTITUTE FOR LONG-TERM CARE,"OMEGA HEALTHCARE INVESTORS, INC","OMEGA HEALTHCARE INVESTORS, INC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-08-01,2026-03-02,2003-07-01,CMS SNF_All_Owners association date,,,,,,,2025-07-01,"FI-POMPANO REHAB, LLC|JAMES P MULLARKEY BOARD MEMBER|HOWARD JAFFE CHAIRMAN OF THE BOARD|PENNY RICHMOND BOARD MEMBER|FLORIDA INSTITUTE FOR LONG TERM CARE LLC|SUN COAST NURSING CENTERS INC|KATHY KATZ-HALL BOARD MEMBER|LISA IZQUIERDO ADMINISTRATOR|HYACINTH HOLNESS DIRECTOR OF NURSING",26
105117,SOUTH HERITAGE HEALTH & REHABILITATION CENTER,FL,control,SENIOR HEALTH SOUTH,"OMEGA HEALTHCARE INVESTORS, INC","OMEGA HEALTHCARE INVESTORS, INC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-06-02,2026-03-02,2005-09-01,CMS SNF_All_Owners association date,,,,,,,2025-05-01,RICH DEPIANO BOARD MEMBER|SENIOR HEALTH SOUTH EX LLC|HOWARD JAFFE OFFICER|PENNY RICHMOND BOARD MEMBER|NEKEISHA CROCKETT WILSON MD;DIRECTOR OF NURSING|SAMANTHA KATHERINE WHITE ADMINISTRATOR|ANN MULLEN BOARD MEMBER|SENIOR HEALTH PROPERTIES-SOUTH INC.,26
105408,TREASURE ISLE CARE CENTER,FL,control,SENIOR HEALTH SOUTH,"OMEGA HEALTHCARE INVESTORS, INC","OMEGA HEALTHCARE INVESTORS, INC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-06-02,2026-03-02,2003-07-01,CMS SNF_All_Owners association date,,,,,,,2025-05-01,"HEIDI TUCKER NURSING HOME ADMINISTRATOR|RICH DEPIANO BOARD MEMBER|SENIOR HEALTH SOUTH EX LLC|HOWARD JAFFE PRESIDENT OF THE BOARD|PENNY RICHMOND BOARD MEMBER|LUCRETA BROWN DIRECTOR OF NURSING|ANN MULLEN BOARD MEMBER|SENIOR HEALTH PROPERTIES SOUTH, INC",26
105176,WINTER HAVEN HEALTH AND REHABILITATION CENTER,FL,control,SENIOR HEALTH SOUTH,"OMEGA HEALTHCARE INVESTORS, INC","OMEGA HEALTHCARE INVESTORS, INC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-12-02,2026-03-02,2005-09-01,CMS SNF_All_Owners association date,,,,,,,2025-11-06,"RICH DEPIANO BOARD MEMBER|SENIOR HEALTH SOUTH EX LLC|HOWARD JAFFE|PENNY RICHMOND BOARD MEMBER|ALEXIA TAMELA ROBINSON-BRADY NURSING HOME ADMINISTRATOR|JENNIFER BROWN DIRECTOR OF NURSING|ANN MULLEN BOARD MEMBER|SENIOR HEALTH PROPERTIES SOUTH, INC",26
155121,ROSEWALK VILLAGE AT LAFAYETTE,IN,control,AMERICAN SENIOR COMMUNITIES,OHI ASSET (IN) LAFAYETTE LLC,OHI ASSET (IN) LAFAYETTE LLC,named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-09-01,2026-03-02,2012-08-31,CMS SNF_All_Owners association date,,,,,,,2025-08-01,GEETA MANTRAVADI|NATHAN ANDERSON EXECUTIVE DIRECTOR|BEVERLY MUKES-GAITHER|GREGORY S FEHRIBACH|CARL L DRUMMER|LISA E HARRIS|STACY LEANN DAVIS DIRECTOR OF NURSING|DONNA G KELSEY CHIEF EXECUTIVE OFFICER|STEVEN A VAN CAMP|PAUL T BABCOCK|THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY|MONICA PAYNE|THOMAS HANIFY|AMERICAN SENIOR COMMUNITIES LLC|ROBERT W LAZARD|VIRGINIA A CAINE,26
155330,SALEM CROSSING,IN,control,AMERICAN SENIOR COMMUNITIES,"OHI ASSET (IN) SALEM, LLC","OHI ASSET (IN) SALEM, LLC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-10-01,2026-03-02,2013-10-31,CMS SNF_All_Owners association date,,,,,,,2025-09-01,"GEETA MANTRAVADI TRUSTEE|HOLLY THOMPSON EXECUTIVE DIRECTOR|BEVERLY MUKES-GAITHER TRUSTEE|GREGORY S FEHRIBACH TRUSTEE|CARL L DRUMMER TRUSTEE|LISA E HARRIS CHIEF EXECUTIVE OFFICER, ESKENAZ|ROBIN THARP DIRECTOR OF NURSING SERVICES|DONNA G KELSEY CEO OF CONTRACTED MANAGEMETN COM|STEVEN A VAN CAMP CFO OF CONTRACTED MNGEMNT COMP|PAUL T BABCOCK INTERIM PRESIDENT & CEO|THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY|MONICA PAYNE VICE CHAIRPERSON|THOMAS HANIFY TRUSTEE|AMERICAN SENIOR COMMUNITIES LLC|ROBERT W LAZARD CHAIRPERSON|VIRGINIA A CAINE DIRECTOR AND CHIEF MEDICAL OFFIC",26
155377,SEYMOUR CROSSING,IN,control,AMERICAN SENIOR COMMUNITIES,"OHI ASSET (IN) SEYMOUR, LLC","OHI ASSET (IN) SEYMOUR, LLC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-10-01,2026-03-02,2013-10-31,CMS SNF_All_Owners association date,,,,,,,2025-09-01,"GEETA MANTRAVADI TRUSTEE|BEVERLY MUKES-GAITHER TRUSTEE|GREGORY S FEHRIBACH TRUSTEE|CARL L DRUMMER TRUSTEE|LISA E HARRIS CHIEF EXECUTIVE OFFICER, ESKENAZ|DONNA G KELSEY CHIEF EXECUTIVE OFFICER (OF MANA|STEVEN A VAN CAMP CHIEF FINANCIAL OFFICER (OF MANA|PAUL T BABCOCK PRESIDENT & CEO|THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY|MONICA PAYNE VICE CHAIRPERSON|THOMAS HANIFY TRUSTEE|AMERICAN SENIOR COMMUNITIES LLC|JOHN A MYERS EXECUTIVE DIRECTOR|ROBERT W LAZARD CHAIRPERSON|HEATHER VANVOLKENBURGH DIRECTOR OF NURSING SERVICES|VIRGINIA A CAINE DIRECTOR AND CHIEF MEDICAL OFFIC",26
215020,FORESTVILLE HEALTHCARE CENTER,MD,control,COMMUNICARE HEALTH,"OHI ASSET (MD) FORESTVILLE, LLC","OHI ASSET (MD) FORESTVILLE, LLC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-09-01,2026-03-02,2008-04-18,CMS SNF_All_Owners association date,,,,,,,2025-08-01,"RONALD S WILHEIM 2012 SPOUSAL TRUST|OMG RE LEASING CO, LLC|I. ROSEDALE IRREVOCABLE TRUST|C.R. STOLTZ IRREVOCABLE TRUST|WILHEIM FAMILY INVESTMENT COMPANY|RRW, LLC|HC REAL ESTATE HOLDINGS, LLC|YITZHAK ROSEDALE|C.R. STOLTZ, LLC|ROSEDALE FAMILY INVESTMENT COMPANY, INC|RICHARD ODENTHAL COO|RICHARD ODENTHAL CHAIN HOME OFFICE ADMINISTRATOR|S.L. ROSEDALE IRREVOCABLE TRUST|R.S. WILHEIM IRREVOCABLE TRUST|SYTINA SMITH ADMINISTRATOR|OMG RE HOLDINGS LLC|CHARLES STOLTZ CFO",26
215297,SOUTH RIVER HEALTHCARE CENTER,MD,control,COMMUNICARE HEALTH,"OHI ASSET (MD) EDGEWATER, LLC","OHI ASSET (MD) EDGEWATER, LLC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-09-01,2026-03-02,2008-04-18,CMS SNF_All_Owners association date,,,,,,,2025-08-01,"RONALD S WILHEIM 2012 SPOUSAL TRUST|PHYLLIS J COLEMAN ADMINISTRATOR|OMG RE LEASING CO, LLC|I. ROSEDALE IRREVOCABLE TRUST|C.R. STOLTZ IRREVOCABLE TRUST|WILHEIM FAMILY INVESTMENT COMPANY|RRW, LLC|HC REAL ESTATE HOLDINGS, LLC|C.R. STOLTZ, LLC|ROSEDALE FAMILY INVESTMENT COMPANY, INC|RICHARD ODENTHAL COO|RICHARD ODENTHAL CHAIN HOME OFFICE ADMINISTRATOR|S.L. ROSEDALE IRREVOCABLE TRUST|HEALTH CARE FACILITY MANAGEMENT, LLC|R.S. WILHEIM IRREVOCABLE TRUST|CHARLES STOLTZ CFO",26
345269,Autumn Care of Salisbury,NC,control,SABER HEALTHCARE GROUP,"OHI ASSET (NC) SALISBURY, LP","OHI ASSET (NC) SALISBURY, LP",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-11-06,2026-03-02,2016-03-01,CMS SNF_All_Owners association date,,,,,,,2025-10-01,"SABER HEALTHCARE HOLDINGS, LLC|WWBV HOLDINGS LLC|BENJAMIN N. VOLPE FAMILY DYNASTY TRUST (DATED DECEMBER 29, 2020)|GREGORY NICOLUZAKIS SECRETARY|DARIN HOPPING REGIONAL VP OF OPERATIONS|SHG MANAGEMENT LLC|SABER GOVERNANCE, LLC|BNV DYNASTY, LLC|BENJAMIN N VOLPE VICE PRESIDENT & TREASURER|BENJAMIN N VOLPE VICE PRESIDENT AND TREASURER|SHG AUTUMN, LLC|WIW DYNASTY LLC|WILLIAM I WEISBERG PRESIDENT|GLENN TERRY ADMINISTRATOR|SHH HOLDINGS LLC|DECANTED WILLIAM I. WEISBERG FAMILY DYNASTY TRUST (DATED SEPT 30, 2020",26
395202,BROOMALL MANOR,PA,control,SABER HEALTHCARE GROUP,BHG AVIV LLC,BHG AVIV LLC,named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-12-02,2026-03-02,2016-03-01,CMS SNF_All_Owners association date,,,,,,,2025-11-06,"SABER HEALTHCARE HOLDINGS LLC|WWBV HOLDINGS LLC|BENJAMIN N. VOLPE FAMILY DYNASTY TRUST (DATED DECEMBER 29, 2020)|GREGORY NICOLUZAKIS SECRETARY|SHG MANAGEMENT LLC|SABER GOVERNANCE LLC|SABER HEALTHCARE GROUP LLC|BNV DYNASTY LLC|BENJAMIN N VOLPE VICE PRESIDENT & TREASURER|SABER PA HOLDINGS, LLC|KRISTIN MARIE DEBELLO ADMINISTRATOR|WIW DYNASTY LLC|WILLIAM I WEISBERG PRESIDENT|CODY WILLIAM MEENAN REGIONAL VP OF OPERATIONS|SHH HOLDINGS LLC|DECANTED WILLIAM I. WEISBERG FAMILY DYNASTY TRUST (DATED SEPT 30, 2020",26
395311,BRYN MAWR EXTENDED CARE CENTER,PA,control,SABER HEALTHCARE GROUP,BHG AVIV LLC,BHG AVIV LLC,named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-11-06,2026-03-02,2016-03-01,CMS SNF_All_Owners association date,,,,,,,2025-10-01,"SABER HEALTHCARE HOLDINGS, LLC|WWBV HOLDINGS LLC|MICHELLE TALIAFERRO AD;|BENJAMIN N. VOLPE FAMILY DYNASTY TRUST (DATED DECEMBER 29, 2020)|GREGORY NICOLUZAKIS SECRETARY|SHG MANAGEMENT LLC|SABER GOVERNANCE, LLC|BNV DYNASTY, LLC|BENJAMIN N VOLPE VICE PRESIDENT & TREASURER|SABER PA HOLDINGS, LLC|ANDREW GRAF MD;|WIW DYNASTY LLC|WILLIAM I WEISBERG PRESIDENT|MICHELLE CARROLL REGIONAL VP OF OPERATIONS|SHH HOLDINGS LLC|DECANTED WILLIAM I. WEISBERG FAMILY DYNASTY TRUST (DATED SEPT 30, 2020",26
455866,BROOKDALE WESTLAKE HILLS,TX,control,BROOKDALE SENIOR LIVING,OMEGA HEALTHCARE INVESTORS INC,OMEGA HEALTHCARE INVESTORS INC,named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-10-01,2026-03-02,2021-01-20,CMS SNF_All_Owners association date,,,,,,,2025-09-01,KEVIN W BOWMAN EXECUTIVE VP|ELBERT BUEGELER ADMINISTRATOR|KEVIN W LA MARRE VICE PRESIDENT - ACCOUNTING|BROOKDALE SENIOR LIVING INC|CHADWICK C WHITE EXECUTIVE VP|CHADWICK C WHITE BOARD MEMBER|LUCINDA M BAIER PRESIDENT CEO|LUCINDA M BAIER BOARD MEMBER|ARCPI HOLDINGS INC|ANNA F.C. MUNOZ ASSISTANT SECRETARY|AMERICAN RETIREMENT CORPORATION,26
495256,AUTUMN CARE OF CHESAPEAKE,VA,control,SABER HEALTHCARE GROUP,"OHI ASSETT (VA) CHESAPEAKE, LLC","OHI ASSETT (VA) CHESAPEAKE, LLC",named_reit_owner_row,Omega Healthcare Investors,"Omega Healthcare Investors, Inc.",official_company_site,Omega Healthcare Investors official site,https://www.omegahealthcare.com/about-us,Omega describes itself as a REIT focused primarily on skilled nursing and assisted living facilities.,2025|2026,2025,2026,2025,2026,2,2025-12-02,2026-03-02,2016-03-01,CMS SNF_All_Owners association date,,,,,,,2025-11-06,"SABER HEALTHCARE HOLDINGS LLC|WWBV HOLDINGS LLC|ASHLEY JACKSON REGIONAL VP OF OPERATIONS|BENJAMIN N. VOLPE FAMILY DYNASTY TRUST (DATED DECEMBER 29, 2020)|ANTHONY BONAWIT ADMINISTRATOR|GREGORY NICOLUZAKIS SECRETARY|SHG MANAGEMENT LLC|SABER GOVERNANCE LLC|BNV DYNASTY LLC|BENJAMIN N VOLPE VICE PRESIDENT & TREASURER|SHG AUTUMN, LLC|WIW DYNASTY LLC|WILLIAM I WEISBERG PRESIDENT|SHH HOLDINGS LLC|DECANTED WILLIAM I. WEISBERG FAMILY DYNASTY TRUST (DATED SEPT 30, 2020",26
