ccn_str,facility_name,state,sample_role,provider_chain_name_latest,owner_name_raw_primary,owner_identification_method,owner_cluster,public_parent_name,public_entity_type,public_reit_status,public_source_label,public_source_url,public_source_note,verification_confidence,reit_years_in_panel,takeover_date_best,takeover_date_best_source,owner_takeover_date_estimated,change_in_ownership_date_if_observed,prior_owner_name_if_observed,prior_owner_candidates_pre_reit_snapshot,current_owner_visible_in_pre_reit_snapshot,ownership_change_signal,owner_aliases_raw,parent_owner_name,owner_source_type,owner_source_label,owner_source_url,owner_source_note,first_reit_year_in_panel,last_reit_year_in_panel,consecutive_reit_run_start,consecutive_reit_run_end,consecutive_reit_run_length,first_reit_snapshot_date,last_reit_snapshot_date,owner_takeover_date_source,change_in_ownership_type,prior_owner_source,all_buyer_chow_dates,all_buyer_chow_seller_names,pre_reit_snapshot_date,pre_reit_snapshot_owner_entities,cluster_size
155824,WELLBROOKE OF SOUTH BEND,IN,control,TRILOGY HEALTH SERVICES,TRILOGY REAL ESTATE INVESTMENT TRUST,named_reit_owner_row,American Healthcare REIT / Trilogy,"American Healthcare REIT, Inc.",public_healthcare_reit,yes,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,high,2025|2026,2015-12-01,CMS owner association date,2015-12-01,,,"HANCOCK REGIONAL HOSPITAL|TRILOGY MANAGEMENT SERVICES, LLC",False,different_named_entities_in_pre_reit_snapshot,"AMERICAN HEALTHCARE REIT, INC.|TRILOGY REAL ESTATE INVESTMENT TRUST|AMERICAN HEALTHCARE REIT INC","American Healthcare REIT, Inc.",official_company_ir,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,2025,2026,2025,2026,2,2025-09-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-08-01,"ROY L WILSON BOARD MEMBER|TIMOTHY G CLARK BOARD MEMBER|HANCOCK REGIONAL HOSPITAL|STEVEN V LONG PRESIDENT/CEO|RAYNE WISE ADMINISTRATOR|TRILOGY MANAGEMENT SERVICES, LLC|JOSHUA DAUGHERTY VICE CHAIR|DEAN R FELKER BOARD MEMBER|MARIA F BOND SECRETARY|JAMES W MILLER BOARD MEMBER|SARA M JOYNER BOARD MEMBER",38
155806,WELLBROOKE OF WABASH,IN,control,TRILOGY HEALTH SERVICES,AMERICAN HEALTHCARE REIT INC,named_reit_owner_row,American Healthcare REIT / Trilogy,"American Healthcare REIT, Inc.",public_healthcare_reit,yes,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,high,2025|2026,2015-12-01,CMS owner association date,2015-12-01,,,"TRILOGY MANAGEMENT SERVICES, LLC|WITHAM MEMORIAL HOSPITAL",False,different_named_entities_in_pre_reit_snapshot,AMERICAN HEALTHCARE REIT INC|TRILOGY REAL ESTATE INVESTMENT TRUST,"American Healthcare REIT, Inc.",official_company_ir,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,2025,2026,2025,2026,2,2025-10-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-09-01,"JACK JONES BOARD TRUSTEE|KELLY BRAVERMAN CEO, PRESIDENT|STEPHEN J BARDOCZI VICE PRESIDENT|TRILOGY MANAGEMENT SERVICES, LLC|WITHAM MEMORIAL HOSPITAL|GEORGE POGAS CFO, SR. VICE PRESIDENT|ANDREA CASTETTER BOARD TRUSTEE|CLAUDE A HAWKINS BOARD TRUSTEE|JOHN W BRAND BOARD TRUSTEE|BRETT BAYSTON BOARD TRUSTEE|RUTH A FUCHS ADMINISTRATOR",38
185145,Cedar Ridge Health Campus,KY,control,TRILOGY HEALTH SERVICES,TRILOGY REAL ESTATE INVESTMENT TRUST,named_reit_owner_row,American Healthcare REIT / Trilogy,"American Healthcare REIT, Inc.",public_healthcare_reit,yes,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,high,2025|2026,2015-12-01,CMS owner association date,2015-12-01,,,"AMERICAN HEALTHCARE REIT INC|NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|TRILOGY REIT HOLDINGS LLC|TRILOGY MANAGEMENT SERVICES LLC|GAHC3 TRILOGY JV LLC|AMERICAN HEALTHCARE REIT HOLDINGS LP|TRILOGY OPCO LLC|TRILOGY HOLDINGS NT-HCI, LLC|TRILOGY INVESTORS LLC|TRILOGY HEALTHCARE HOLDINGS INC|TODD B MEHAFFEY CHIEF OPERATIONS OFFICER|CONTINENTAL MERGER SUB LLC|NORTHSTAR HEALTHCARE INCOME INC|GAHC4 TRILOGY JV LLC",True,same_owner_already_visible_pre_reit,TRILOGY REAL ESTATE INVESTMENT TRUST,"American Healthcare REIT, Inc.",official_company_ir,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,2025,2026,2025,2026,2,2025-11-06,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-10-01,"AMERICAN HEALTHCARE REIT INC|ADAM BAILEY EXECUTIVE DIRECTOR|RANDALL J BUFFORD CHAIRMAN OF THE BOARD|NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|WILLIAM BRYANT CHIEF ADMINISTRATIVE OFFICER|TRILOGY REAL ESTATE INVESTMENT TRUST|TRILOGY REIT HOLDINGS LLC|CRISTINA E PIETROWSKI CHIEF LEGAL OFFICER|TRILOGY MANAGEMENT SERVICES LLC|GAHC3 TRILOGY JV LLC|GREGORY A. CONNER SENIOR VICE PRESIDENT-TREASURER|AMERICAN HEALTHCARE REIT HOLDINGS LP|DANNY PROSKY EXECUTIVE VICE PRESIDENT|TRILOGY OPCO LLC|LISA FIGHTMASTER LICENSURE ANALYST|TRILOGY HOLDINGS NT-HCI, LLC|LEIGH ANN BARNEY CHIEF EXECUTIVE OFFICER|MATHIEU B STREIFF EXECUTIVE VICE PRESIDENT|KEYBANK NATIONAL ASSOCIATION|TRILOGY INVESTORS LLC|TRILOGY HEALTHCARE HOLDINGS INC|KATHY M CORBIN DIRECTOR OF LICENSING|TODD B MEHAFFEY CHIEF OPERATIONS OFFICER|DAVID W DAVIS CHIEF FINANCIAL OFFICER|CONTINENTAL MERGER SUB LLC|NORTHSTAR HEALTHCARE INCOME INC|GAHC4 TRILOGY JV LLC",38
185132,Franciscan Health Care Center,KY,control,TRILOGY HEALTH SERVICES,TRILOGY REAL ESTATE INVESTMENT TRUST,named_reit_owner_row,American Healthcare REIT / Trilogy,"American Healthcare REIT, Inc.",public_healthcare_reit,yes,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,high,2025|2026,2021-10-01,CMS owner association date,2021-10-01,,,"NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|TRILOGY REIT HOLDINGS, LLC|TRILOGY MANAGEMENT SERVICES, LLC|GAHC3 TRILOGY JV, LLC|AMERICAN HEALTHCARE REIT HOLDINGS LP|TRILOGY OPCO, LLC|TRILOGY HOLDINGS NT-HCI, LLC|TRILOGY INVESTORS, LLC|TRILOGY HEALTHCARE HOLDINGS, INC.|TODD B MEHAFFEY CHIEF OPERATIONS OFFICER|CONTINENTAL MERGER SUB, LLC|NORTHSTAR HEALTHCARE INCOME INC|LANCASTER POLLARD MORTGAGE COMPANY LLC|GAHC4 TRILOGY JV, LLC",True,same_owner_already_visible_pre_reit,"AMERICAN HEALTHCARE REIT, INC.|TRILOGY REAL ESTATE INVESTMENT TRUST|AMERICAN HEALTHCARE REIT INC","American Healthcare REIT, Inc.",official_company_ir,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,2025,2026,2025,2026,2,2025-06-02,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-05-01,"AMERICAN HEALTHCARE REIT, INC.|RANDALL J BUFFORD CHAIRMAN OF THE BOARD|NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|WILLIAM BRYANT CHIEF ADMINISTRATIVE OFFICER|TRILOGY REAL ESTATE INVESTMENT TRUST|TRILOGY REIT HOLDINGS, LLC|CRISTINA E PIETROWSKI CHIEF LEGAL OFFICER|TRILOGY MANAGEMENT SERVICES, LLC|GAHC3 TRILOGY JV, LLC|GREGORY A. CONNER SENIOR VICE PRESIDENT-TREASURER|AMERICAN HEALTHCARE REIT HOLDINGS LP|DANNY PROSKY EXECUTIVE VICE PRESIDENT|TRILOGY OPCO, LLC|LISA FIGHTMASTER LICENSURE ANALYST|TRILOGY HOLDINGS NT-HCI, LLC|LEIGH ANN BARNEY CHIEF EXECUTIVE OFFICER|MATHIEU B STREIFF EXECUTIVE VICE PRESIDENT|TRILOGY INVESTORS, LLC|TRILOGY HEALTHCARE HOLDINGS, INC.|ABDOULIE CHAM EXECUTIVE DIRECTOR|KATHY M CORBIN DIRECTOR OF LICENSURE|TODD B MEHAFFEY CHIEF OPERATIONS OFFICER|DAVID W DAVIS CHIEF FINANCIAL OFFICER|CONTINENTAL MERGER SUB, LLC|NORTHSTAR HEALTHCARE INCOME INC|LANCASTER POLLARD MORTGAGE COMPANY LLC|GAHC4 TRILOGY JV, LLC",38
185210,The Willows at Harrodsburg,KY,control,TRILOGY HEALTH SERVICES,AMERICAN HEALTHCARE REIT INC,named_reit_owner_row,American Healthcare REIT / Trilogy,"American Healthcare REIT, Inc.",public_healthcare_reit,yes,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,high,2025|2026,2015-12-01,CMS owner association date,2015-12-01,,,"NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|TRILOGY REIT HOLDINGS LLC|TRILOGY MANAGEMENT SERVICES LLC|GAHC3 TRILOGY JV LLC|AMERICAN HEALTHCARE REIT HOLDINGS LP|TRILOGY OPCO LLC|TRILOGY HOLDINGS NT-HCI, LLC|TRILOGY INVESTORS LLC|TRILOGY HEALTHCARE HOLDINGS INC|TODD B MEHAFFEY CHIEF OPERATIONS OFFICER|CONTINENTAL MERGER SUB LLC|NORTHSTAR HEALTHCARE INCOME INC|GAHC4 TRILOGY JV LLC",True,same_owner_already_visible_pre_reit,AMERICAN HEALTHCARE REIT INC|TRILOGY REAL ESTATE INVESTMENT TRUST,"American Healthcare REIT, Inc.",official_company_ir,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,2025,2026,2025,2026,2,2025-12-02,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-11-06,"AMERICAN HEALTHCARE REIT INC|RANDALL J BUFFORD CHAIRMAN OF THE BOARD|NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|WILLIAM BRYANT CHIEF ADMINISTRATIVE OFFICER|TRILOGY REAL ESTATE INVESTMENT TRUST|TRILOGY REIT HOLDINGS LLC|CRISTINA E PIETROWSKI CHIEF LEGAL OFFICER|TRILOGY MANAGEMENT SERVICES LLC|GAHC3 TRILOGY JV LLC|GREGORY A. CONNER SENIOR VICE PRESIDENT-TREASURER|AMERICAN HEALTHCARE REIT HOLDINGS LP|DANNY PROSKY EXECUTIVE VICE PRESIDENT|TRILOGY OPCO LLC|RACHEL HETTINGER EXECUTIVE DIRECTOR|LISA FIGHTMASTER LICENSURE ANALYST|TRILOGY HOLDINGS NT-HCI, LLC|LEIGH ANN BARNEY CHIEF EXECUTIVE OFFICER|MATHIEU B STREIFF EXECUTIVE VICE PRESIDENT|TRILOGY INVESTORS LLC|TRILOGY HEALTHCARE HOLDINGS INC|KATHY M CORBIN DIRECTOR OF LICENSING|TODD B MEHAFFEY CHIEF OPERATIONS OFFICER|DAVID W DAVIS CHIEF FINANCIAL OFFICER|CONTINENTAL MERGER SUB LLC|NORTHSTAR HEALTHCARE INCOME INC|GAHC4 TRILOGY JV LLC",38
235451,The Oaks at Battle Creek,MI,control,TRILOGY HEALTH SERVICES,TRILOGY REAL ESTATE INVESTMENT TRUST,named_reit_owner_row,American Healthcare REIT / Trilogy,"American Healthcare REIT, Inc.",public_healthcare_reit,yes,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,high,2024|2025|2026,2021-10-01,CMS owner association date,2021-10-01,,,"NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|TRILOGY REIT HOLDINGS, LLC|TRILOGY MANAGEMENT SERVICES, LLC|GAHC3 TRILOGY JV, LLC|AMERICAN HEALTHCARE REIT HOLDINGS LP|TRILOGY OPCO, LLC|TRILOGY HOLDINGS NT-HCI, LLC|TRILOGY INVESTORS, LLC|TRILOGY HEALTHCARE HOLDINGS, INC.|TODD B MEHAFFEY CHIEF OPERATIONS OFFICER|CONTINENTAL MERGER SUB, LLC|NORTHSTAR HEALTHCARE INCOME INC|GAHC4 TRILOGY JV, LLC",True,same_owner_already_visible_pre_reit,"AMERICAN HEALTHCARE REIT, INC.|TRILOGY REAL ESTATE INVESTMENT TRUST|AMERICAN HEALTHCARE REIT INC","American Healthcare REIT, Inc.",official_company_ir,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,2024,2026,2024,2026,3,2024-12-05,2026-03-02,CMS SNF_All_Owners association date,,,,,2024-10-07,"AMERICAN HEALTHCARE REIT, INC.|NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|TRILOGY REAL ESTATE INVESTMENT TRUST|GABRIEL WILLHITE|TRILOGY REIT HOLDINGS, LLC|CRISTINA E PIETROWSKI CHIEF LEGAL OFFICER|TRILOGY MANAGEMENT SERVICES, LLC|GAHC3 TRILOGY JV, LLC|GREGORY A. CONNER SENIOR VICE PRESIDENT-TREASURER|AMERICAN HEALTHCARE REIT HOLDINGS LP|DANNY PROSKY EXECUTIVE VICE PRESIDENT|TRILOGY OPCO, LLC|LISA FIGHTMASTER LICENSURE ANALYST|TRILOGY HOLDINGS NT-HCI, LLC|LEIGH ANN BARNEY CHIEF EXECUTIVE OFFICER|KEYBANK REAL ESTATE CAPITAL|TRILOGY INVESTORS, LLC|TRILOGY HEALTHCARE HOLDINGS, INC.|AUBREY SMITH EXECUTIVE DIRECTOR|KATHY M CORBIN DIRECTOR OF LICENSING|TODD B MEHAFFEY CHIEF OPERATIONS OFFICER|DAVID W DAVIS CHIEF FINANCIAL OFFICER|CONTINENTAL MERGER SUB, LLC|NORTHSTAR HEALTHCARE INCOME INC|GAHC4 TRILOGY JV, LLC",38
235735,The Oaks at Jamestown,MI,control,TRILOGY HEALTH SERVICES,TRILOGY REAL ESTATE INVESTMENT TRUST,named_reit_owner_row,American Healthcare REIT / Trilogy,"American Healthcare REIT, Inc.",public_healthcare_reit,yes,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,high,2025|2026,2021-10-01,CMS owner association date,2021-10-01,,,,False,no_prior_snapshot_org_entity_available,"AMERICAN HEALTHCARE REIT, INC.|TRILOGY REAL ESTATE INVESTMENT TRUST|AMERICAN HEALTHCARE REIT INC","American Healthcare REIT, Inc.",official_company_ir,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,2025,2026,2025,2026,2,2025-07-01,2026-03-02,CMS SNF_All_Owners association date,,,,,,,38
366498,LIBERTY STATION HEALTH CAMPUS,OH,control,TRILOGY HEALTH SERVICES,AMERICAN HEALTHCARE REIT INC,named_reit_owner_row,American Healthcare REIT / Trilogy,"American Healthcare REIT, Inc.",public_healthcare_reit,yes,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,high,2025|2026,2023-11-01,CMS owner association date,2023-11-01,,,"AMERICAN HEALTHCARE REIT, INC.|NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|TOF I OPCO HOLDCO, LLC|TRILOGY OPPORTUNITY FUND I, LLC|TRILOGY REIT HOLDINGS, LLC|TRILOGY MANAGEMENT SERVICES, LLC|GAHC3 TRILOGY JV, LLC|AMERICAN HEALTHCARE REIT HOLDINGS LP|TRILOGY HOLDINGS NT-HCI, LLC|TRILOGY INVESTORS, LLC|TRILOGY HEALTHCARE HOLDINGS, INC.|CONTINENTAL MERGER SUB, LLC|NORTHSTAR HEALTHCARE INCOME INC|GAHC4 TRILOGY JV, LLC",True,same_owner_already_visible_pre_reit,AMERICAN HEALTHCARE REIT INC|TRILOGY REAL ESTATE INVESTMENT TRUST,"American Healthcare REIT, Inc.",official_company_ir,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,2025,2026,2025,2026,2,2025-10-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-09-01,"AMERICAN HEALTHCARE REIT, INC.|NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|WILLIAM BRYANT CAO|TOF I OPCO HOLDCO, LLC|TRILOGY REAL ESTATE INVESTMENT TRUST|GABRIEL WILLHITE CHAIRMAN OF THE BOARD|GABRIEL WILLHITE CHAIRMAN|TRILOGY OPPORTUNITY FUND I, LLC|TRILOGY REIT HOLDINGS, LLC|CRISTINA E PIETROWSKI CLO|SIERRA SHERMAN ADMINISTRATOR|TRILOGY MANAGEMENT SERVICES, LLC|GAHC3 TRILOGY JV, LLC|GREGORY A. CONNER SVP|AMERICAN HEALTHCARE REIT HOLDINGS LP|DANNY PROSKY EVP|LISA FIGHTMASTER LICENSURE ANALYST|TRILOGY HOLDINGS NT-HCI, LLC|LEIGH ANN BARNEY CEO|TRILOGY INVESTORS, LLC|TRILOGY HEALTHCARE HOLDINGS, INC.|KATHY M CORBIN DIRECTOR OF LICENSURE|TODD B MEHAFFEY COO|DAVID W DAVIS CFO|CONTINENTAL MERGER SUB, LLC|NORTHSTAR HEALTHCARE INCOME INC|GAHC4 TRILOGY JV, LLC",38
366492,NORWICH SPRINGS HEALTH CAMPUS,OH,control,TRILOGY HEALTH SERVICES,AMERICAN HEALTHCARE REIT INC,named_reit_owner_row,American Healthcare REIT / Trilogy,"American Healthcare REIT, Inc.",public_healthcare_reit,yes,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,high,2025|2026,2021-10-01,CMS owner association date,2021-10-01,,,"AMERICAN HEALTHCARE REIT, INC.|NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|TRILOGY REIT HOLDINGS, LLC|TRILOGY MANAGEMENT SERVICES, LLC|GAHC3 TRILOGY JV, LLC|AMERICAN HEALTHCARE REIT HOLDINGS LP|TRILOGY OPCO, LLC|TRILOGY HOLDINGS NT-HCI, LLC|TRILOGY INVESTORS, LLC|TRILOGY HEALTHCARE HOLDINGS, INC.|CONTINENTAL MERGER SUB, LLC|NORTHSTAR HEALTHCARE INCOME INC|GAHC4 TRILOGY JV, LLC",True,same_owner_already_visible_pre_reit,AMERICAN HEALTHCARE REIT INC|TRILOGY REAL ESTATE INVESTMENT TRUST,"American Healthcare REIT, Inc.",official_company_ir,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,2025,2026,2025,2026,2,2025-10-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-09-01,"AMERICAN HEALTHCARE REIT, INC.|RANDALL J BUFFORD CHAIRMAN OF THE BOARD|NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|WILLIAM BRYANT CHIEF COMPLIANCE OFFICER|TRILOGY REAL ESTATE INVESTMENT TRUST|TRILOGY REIT HOLDINGS, LLC|TRILOGY MANAGEMENT SERVICES, LLC|GAHC3 TRILOGY JV, LLC|GREGORY A. CONNER SENIOR VICE PRESIDENT-TREASURER|AMERICAN HEALTHCARE REIT HOLDINGS LP|DANNY PROSKY EXECUTIVE VICE PRESIDENT|TRILOGY OPCO, LLC|LISA FIGHTMASTER LICENSURE ANALYST|TRILOGY HOLDINGS NT-HCI, LLC|LEIGH ANN BARNEY CHIEF EXECUTIVE OFFICER|MATHIEU B STREIFF EXECUTIVE VICE PRESIDENT|NOAH MOORE EXECUTIVE DIRECTOR|TRILOGY INVESTORS, LLC|TRILOGY HEALTHCARE HOLDINGS, INC.|KATHY M CORBIN DIRECTOR OF LICENSURE|DAVID W DAVIS CHIEF FINANCIAL OFFICER|CONTINENTAL MERGER SUB, LLC|NORTHSTAR HEALTHCARE INCOME INC|GAHC4 TRILOGY JV, LLC",38
366474,VIOLET SPRINGS HEALTH CAMPUS,OH,control,TRILOGY HEALTH SERVICES,"GRIFFIN-AMERICAN HEALTHCARE REIT III, INC.",named_reit_owner_row,American Healthcare REIT / Trilogy,"American Healthcare REIT, Inc.",public_healthcare_reit,yes,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,high,2025|2026,2015-12-01,CMS owner association date,2015-12-01,,,"NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|TRILOGY REIT HOLDINGS, LLC|TRILOGY MANAGEMENT SERVICES, LLC|GAHC3 TRILOGY JV, LLC|AMERICAN HEALTHCARE REIT HOLDINGS LP|TRILOGY OPCO, LLC|TRILOGY HOLDINGS NT-HCI, LLC|TRILOGY HEALTH SERVICES LLC|TRILOGY INVESTORS, LLC|TRILOGY HEALTHCARE HOLDINGS, INC.|NORTHSTAR HEALTHCARE INCOME INC",True,same_owner_already_visible_pre_reit,"TRILOGY REAL ESTATE INVESTMENT TRUST|GRIFFIN-AMERICAN HEALTHCARE REIT III, INC.","American Healthcare REIT, Inc.",official_company_ir,American Healthcare REIT investor relations,https://ir.americanhealthcarereit.com/news/news-details/2024/American-Healthcare-REIT-Acquires-Remaining-Minority-Membership-Interest-in-Trilogy-REIT-Holdings-Becomes-Sole-Owner-of-Trilogy-REIT-Holdings/default.aspx,American Healthcare REIT said in September 2024 that it became the sole owner of Trilogy REIT Holdings.,2025,2026,2025,2026,2,2025-10-01,2026-03-02,CMS SNF_All_Owners association date,,,,,2025-09-01,"NORTHSTAR HEALTHCARE INCOME OPERATING PARTNERSHIP LP|WILLIAM BRYANT CHIEF OPERATING OFFICER|TRILOGY REAL ESTATE INVESTMENT TRUST|TRILOGY REIT HOLDINGS, LLC|TRILOGY MANAGEMENT SERVICES, LLC|GAHC3 TRILOGY JV, LLC|AMERICAN HEALTHCARE REIT HOLDINGS LP|DANNY PROSKY EXECUTIVE VICE PRESIDENT|TRILOGY OPCO, LLC|BRADLEY WILLIAMSON SENIOR VICE PRESIDENT-TREASURER|GRIFFIN-AMERICAN HEALTHCARE REIT III, INC.|LISA FIGHTMASTER LICENSURE ANALYST|TRILOGY HOLDINGS NT-HCI, LLC|LEIGH ANN BARNEY CHIEF EXECUTIVE OFFICER|TRILOGY HEALTH SERVICES LLC|MATHIEU B STREIFF EXECUTIVE VICE PRESIDENT|TRILOGY INVESTORS, LLC|CRAIG NELSON EXECUTIVE DIRECTOR|TRILOGY HEALTHCARE HOLDINGS, INC.|KATHY M CORBIN DIRECTOR OF LICENSING|DAVID W DAVIS CHIEF FINANCIAL OFFICER|NORTHSTAR HEALTHCARE INCOME INC|ROBIN L BARBER CHIEF LEGAL OFFICER",38
