analysis_spec,sample_role,analysis_sample_label,treatment_analysis_sample,ccn_str,analysis_facility_name,analysis_state,year,ever_treated,treat_year,post_treat,event_time,deal_id,pe_firm,platform_name,transition_type,transition_verified,verification_tier,ownership_effective_date,baseline_medicaid_share,baseline_medicaid_n_years,baseline_medicare_share,baseline_medicare_n_years,baseline_avgadl_mds3,baseline_avgadl_mds3_n_years,high_medicare,ltcfocus_avgadl_mds3,ltcfocus_avg_dailycensus,any_private_equity_owner,any_reit_owner,any_trust_owner,any_investment_firm_owner,any_holding_company_owner,any_management_company_owner,baseline_window_start,baseline_window_end,baseline_method,valid_pseudocohorts,has_baseline_medicaid,has_form671,has_pbj_nurse,has_provider_info,has_provider_info_latest,has_owner_snapshot,has_chow_event,has_enrollment_snapshot,control_v2_gold_plus_silver_eligible,control_v2_gold_plus_silver_staffing_eligible,panel_years,years_with_form671,years_with_pbj_nurse,pbj_days_observed,pbj_mean_census,pbj_total_rn_hours,pbj_total_nurse_hours,pbj_mean_rn_hprd,pbj_mean_nurse_hprd,provider_reported_staffing_hprd,provider_staffing_rating,provider_rn_staffing_rating,provider_health_rating,provider_overall_rating,provider_qm_rating,provider_survey_score,provider_reported_incidents,provider_subst_complaints,provider_ic_citations,provider_number_of_fines,provider_total_fines_dollars,provider_payment_denials,provider_total_penalties,provider_changed_ownership_12m,form671_total_residents_mean,form671_medicaid_census_mean,form671_medicare_census_mean,form671_medicaid_share_mean,provider_ownership_type,provider_certified_beds,provider_avg_residents_per_day,provider_legal_business_name,provider_chain_name,provider_chain_id,provider_name,provider_state,facility_name_treatment,state_treatment,city_treatment,provider_processing_date,outcome_available_pbj_staffing,has_provider_staffing_outcome,has_star_rating_outcome,has_form671_payer_mix_outcome,sample_main_staffing,sample_provider_staffing,sample_star_ratings,sample_payer_mix_outcome
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395845,Cranberry Place,PA,2026,0,,,,,,,,,,,59.93895529640428,3.0,11.824481049562683,3.0,17.351015549076777,3.0,0,,,False,False,False,False,False,True,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,0,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,,,,,,,4.51212,3.0,,1.0,1.0,3.0,318.500,,,,2.0,60855.0,0.0,2.0,N,,,,,Non profit - Corporation,150.0,119.6,CRANBERRY PLACE,UPMC SENIOR COMMUNITIES,537.0,Cranberry Place,PA,,,,2026-03-01,0,1,1,0,0,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395848,BARCLAY FRIENDS,PA,2016,0,,,,,,,,,,,27.911166180758016,2.0,10.368344023323615,2.0,18.13325364431487,2.0,0,18.27,77.01,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,0,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,,,,,,,4.75361,5.0,5.0,2.0,4.0,5.0,38.667,1.0,0.0,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,96.0,83.0,BARCLAY FRIENDS,,,BARCLAY FRIENDS,,,,,,0,1,1,0,0,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395848,BARCLAY FRIENDS,PA,2017,0,,,,,,,,,,,27.911166180758016,2.0,10.368344023323615,2.0,18.13325364431487,2.0,0,18.41,85.81,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,74.61113765461592,20754.68,104775.91,0.7565665201212765,3.8252487047856225,4.30058,4.0,5.0,2.0,4.0,5.0,54.667,3.0,1.0,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,96.0,86.0,BARCLAY FRIENDS,,,BARCLAY FRIENDS,,,,,2017-12-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395848,BARCLAY FRIENDS,PA,2018,0,,,,,,,,,,,27.911166180758016,2.0,10.368344023323615,2.0,18.13325364431487,2.0,0,,,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,275.0,70.61602165949992,17559.5,96458.17,0.9684574752186108,5.16004579133703,5.6091,,5.0,,,,51.200,3.0,2.0,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,96.0,56.6,BARCLAY FRIENDS,,,BARCLAY FRIENDS,,,,,2018-12-01,1,1,0,0,1,1,0,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395848,BARCLAY FRIENDS,PA,2019,0,,,,,,,,,,,27.911166180758016,2.0,10.368344023323615,2.0,18.13325364431487,2.0,0,17.51,86.05,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,85.93722593831289,23233.58,134477.82,0.7399286780522047,4.292495185162815,4.30585,,4.0,,,,33.333,0.0,1.0,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,96.0,86.1,BARCLAY FRIENDS,,,BARCLAY FRIENDS,,,,,2019-11-01,1,1,0,0,1,1,0,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395848,BARCLAY FRIENDS,PA,2020,0,,,,,,,,,,,27.911166180758016,2.0,10.368344023323615,2.0,18.13325364431487,2.0,0,17.99,53.38,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,366.0,68.85908385093168,29161.55,119160.43,1.1721397282485106,4.780463869305705,5.14817,5.0,5.0,4.0,5.0,5.0,16.667,0.0,1.0,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,96.0,63.3,BARCLAY FRIENDS,,,BARCLAY FRIENDS,,,,,2020-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395848,BARCLAY FRIENDS,PA,2021,0,,,,,,,,,,,27.911166180758016,2.0,10.368344023323615,2.0,18.13325364431487,2.0,0,17.88,67.36,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,67.6322430588735,33725.18,112712.07,1.38636968776225,4.628317807097352,4.90291,5.0,5.0,4.0,5.0,5.0,10.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,96.0,66.1,BARCLAY FRIENDS,,,BARCLAY FRIENDS,,,,,2021-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395848,BARCLAY FRIENDS,PA,2022,0,,,,,,,,,,,27.911166180758016,2.0,10.368344023323615,2.0,18.13325364431487,2.0,0,18.48,75.66,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,75.09785130328609,25286.23,114865.27,0.9290930660543846,4.194183792581997,4.13704,4.0,,5.0,5.0,5.0,8.000,0.0,0.0,1.0,3.0,2967.18,0.0,3.0,N,,,,,Non profit - Corporation,96.0,71.2,BARCLAY FRIENDS,,,BARCLAY FRIENDS,,,,,2022-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395848,BARCLAY FRIENDS,PA,2023,0,,,,,,,,,,,27.911166180758016,2.0,10.368344023323615,2.0,18.13325364431487,2.0,0,18.84,,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,85.23876214365345,31467.56,135613.36,1.0115973057224437,4.362574645329815,4.61677,4.0,,5.0,5.0,3.0,4.000,0.0,0.0,1.0,5.0,18746.97,0.0,5.0,N,81.0,23.0,12.0,0.2839506172839506,Non profit - Corporation,96.0,84.2,BARCLAY FRIENDS,,,BARCLAY FRIENDS,PA,,,,2023-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395848,BARCLAY FRIENDS,PA,2024,0,,,,,,,,,,,27.911166180758016,2.0,10.368344023323615,2.0,18.13325364431487,2.0,0,,,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,274.0,66.64046822742475,20859.34,77989.26000000001,1.142766147604499,4.269539452890462,4.29956,4.0,,5.0,5.0,4.0,1.333,0.0,0.0,0.0,5.0,18746.97,0.0,5.0,N,67.5,18.5,3.75,0.27336860670194,Non profit - Corporation,96.0,62.6,BARCLAY FRIENDS,KENDAL,653.0,BARCLAY FRIENDS,PA,,,,2024-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395848,BARCLAY FRIENDS,PA,2025,0,,,,,,,,,,,27.911166180758016,2.0,10.368344023323615,2.0,18.13325364431487,2.0,0,,,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,273.0,61.27394135655006,17953.559999999998,74407.11,1.074344198158088,4.449287545328214,4.47617,4.0,,4.0,4.0,2.0,12.000,0.0,0.0,0.0,1.0,9440.0,0.0,1.0,N,63.0,18.333333333333332,1.6666666666666667,0.291005291005291,Non profit - Corporation,64.0,61.3,BARCLAY FRIENDS,KENDAL,653.0,BARCLAY FRIENDS,PA,,,,2025-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395848,BARCLAY FRIENDS,PA,2026,0,,,,,,,,,,,27.911166180758016,2.0,10.368344023323615,2.0,18.13325364431487,2.0,0,,,False,False,False,True,False,True,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,0,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,,,,,,,4.44453,3.0,,4.0,4.0,3.0,12.000,,,0.0,1.0,9440.0,0.0,1.0,N,,,,,Non profit - Corporation,64.0,61.9,BARCLAY FRIENDS,KENDAL,653.0,BARCLAY FRIENDS,PA,,,,2026-03-01,0,1,1,0,0,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395851,REHAB & NURSING CTR GREATER PITTSBURG,PA,2016,0,,,,,,,,,,,48.289080660835765,3.0,14.067937803692908,3.0,18.06494849368319,3.0,0,18.99,94.69,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,0,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,,,,,,,4.783,4.0,5.0,1.0,2.0,4.0,66.667,1.0,13.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Partnership,120.0,100.0,"890 WEATHERWOOD LANE OPERATING COMPANY, LLC",,,REHAB & NURSING CTR GREATER PITTSBURG,,,,,,0,1,1,0,0,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395851,REHAB & NURSING CTR GREATER PITTSBURG,PA,2017,0,,,,,,,,,,,48.289080660835765,3.0,14.067937803692908,3.0,18.06494849368319,3.0,0,18.37,98.32,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,96.76101688166906,27297.92,130000.01,0.7723203932506982,3.685199456805618,3.90989,3.0,4.0,1.0,2.0,5.0,86.667,1.0,26.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Partnership,120.0,96.0,"890 WEATHERWOOD LANE OPERATING COMPANY, LLC",,,REHAB & NURSING CTR GREATER PITTSBURG,,,,,2017-12-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395851,REHAB & NURSING CTR GREATER PITTSBURGH,PA,2018,0,,,,,,,,,,,48.289080660835765,3.0,14.067937803692908,3.0,18.06494849368319,3.0,0,18.46,100.33,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,98.11371370175718,27177.25,130656.0,0.7596127672950137,3.6554848535207647,3.58131,,4.0,,,,77.600,0.0,22.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Partnership,120.0,99.8,"890 WEATHERWOOD LANE OPERATING COMPANY, LLC",,,REHAB & NURSING CTR GREATER PITTSBURGH,,,,,2018-12-01,1,1,0,0,1,1,0,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395851,REHAB & NURSING CTR GREATER PITTSBURGH,PA,2019,0,,,,,,,,,,,48.289080660835765,3.0,14.067937803692908,3.0,18.06494849368319,3.0,0,17.72,95.49,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,93.27919851887243,24746.0,123329.25,0.7284375023058122,3.6300021168943832,3.5333,,3.0,,,,205.333,0.0,20.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Partnership,120.0,94.9,"890 WEATHERWOOD LANE OPERATING COMPANY, LLC",,,REHAB & NURSING CTR GREATER PITTSBURGH,,,,,2019-11-01,1,1,0,0,1,1,0,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395851,REHAB & NURSING CTR GREATER PITTSBURGH,PA,2020,0,,,,,,,,,,,48.289080660835765,3.0,14.067937803692908,3.0,18.06494849368319,3.0,0,17.89,70.93,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,366.0,95.63150979455328,27509.25,125932.38,0.7904452158217516,3.630424775180338,3.31339,2.0,3.0,1.0,1.0,3.0,162.667,0.0,17.0,,0.0,0.0,0.0,0.0,N,,,,,For profit - Partnership,120.0,92.8,"890 WEATHERWOOD LANE OPERATING COMPANY, LLC",,,REHAB & NURSING CTR GREATER PITTSBURGH,,,,,2020-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395851,REHAB & NURSING CTR GREATER PITTSBURGH,PA,2021,0,,,,,,,,,,,48.289080660835765,3.0,14.067937803692908,3.0,18.06494849368319,3.0,0,17.03,91.87,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,90.80523836067314,27737.75,124597.0,0.8455405699694002,3.776653157620755,3.88229,3.0,4.0,1.0,1.0,3.0,120.667,0.0,12.0,4.0,1.0,13000.0,0.0,1.0,N,,,,,For profit - Partnership,120.0,83.5,"890 WEATHERWOOD LANE OPERATING COMPANY, LLC",,,REHAB & NURSING CTR GREATER PITTSBURGH,,,,,2021-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395851,REHAB & NURSING CTR GREATER PITTSBURGH,PA,2022,0,,,,,,,,,,,48.289080660835765,3.0,14.067937803692908,3.0,18.06494849368319,3.0,0,17.49,104.0,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,101.28523053033922,24548.75,126177.75,0.6633395471437353,3.4178051379736583,3.54157,2.0,,2.0,2.0,2.0,59.333,0.0,18.0,4.0,2.0,28000.0,0.0,2.0,N,,,,,For profit - Partnership,120.0,95.2,"890 WEATHERWOOD LANE OPERATING COMPANY, LLC",,,REHAB & NURSING CTR GREATER PITTSBURGH,,,,,2022-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395851,REHAB & NURSING CTR GREATER PITTSBURGH,PA,2023,0,,,,,,,,,,,48.289080660835765,3.0,14.067937803692908,3.0,18.06494849368319,3.0,0,17.53,,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,108.08333283564262,28431.5,135116.0,0.7129350491326321,3.4189392624929633,3.43705,2.0,,4.0,4.0,3.0,19.333,0.0,4.0,2.0,1.0,15000.0,0.0,1.0,N,111.0,48.0,45.0,0.4324324324324324,For profit - Partnership,120.0,103.5,"890 WEATHERWOOD LANE OPERATING COMPANY, LLC",CAREONE,109.0,REHAB & NURSING CTR GREATER PITTSBURGH,PA,,,,2023-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395851,REHAB & NURSING CTR GREATER PITTSBURGH,PA,2024,0,,,,,,,,,,,48.289080660835765,3.0,14.067937803692908,3.0,18.06494849368319,3.0,0,,,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,366.0,110.9891304347826,28438.35,152859.1,0.6994170168852822,3.764648562214968,3.68817,3.0,,4.0,4.0,4.0,9.333,0.0,0.0,,1.0,15000.0,0.0,1.0,N,111.0,48.0,45.0,0.4324324324324324,For profit - Corporation,120.0,109.9,"890 WEATHERWOOD LANE OPERATING COMPANY, LLC",CAREONE,109.0,REHAB & NURSING CTR GREATER PITTSBURGH,PA,,,,2024-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395851,REHAB & NURSING CTR GREATER PITTSBURGH,PA,2025,0,,,,,,,,,,,48.289080660835765,3.0,14.067937803692908,3.0,18.06494849368319,3.0,0,,,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,273.0,106.80819840385055,21323.0,117478.5,0.7304757971944146,4.036055790927522,4.1029,4.0,,5.0,5.0,4.0,8.000,0.0,0.0,,1.0,8159.0,0.0,1.0,N,105.0,50.0,10.0,0.4761904761904761,For profit - Corporation,120.0,103.4,"890 WEATHERWOOD LANE OPERATING COMPANY, LLC",CAREONE,109.0,REHAB & NURSING CTR GREATER PITTSBURGH,PA,,,,2025-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395851,REHAB & NURSING CTR GREATER PITTSBURGH,PA,2026,0,,,,,,,,,,,48.289080660835765,3.0,14.067937803692908,3.0,18.06494849368319,3.0,0,,,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,0,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,,,,,,,4.03462,4.0,,2.0,2.0,4.0,70.000,,,,1.0,8159.0,0.0,1.0,N,,,,,For profit - Corporation,120.0,104.7,"890 WEATHERWOOD LANE OPERATING COMPANY, LLC",CAREONE,109.0,REHAB & NURSING CTR GREATER PITTSBURGH,PA,,,,2026-03-01,0,1,1,0,0,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395857,EPHRATA MANOR,PA,2016,0,,,,,,,,,,,52.774984450923235,3.0,9.216560738581148,3.0,18.777952380952385,3.0,0,18.32,106.37,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,0,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,,,,,,,4.22456,3.0,3.0,2.0,3.0,5.0,37.333,1.0,1.0,,0.0,0.0,1.0,1.0,N,,,,,Non profit - Corporation,120.0,112.0,UNITED CHURCH OF CHRIST HOMES,,,EPHRATA MANOR,,,,,,0,1,1,0,0,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395857,EPHRATA MANOR,PA,2017,0,,,,,,,,,,,52.774984450923235,3.0,9.216560738581148,3.0,18.777952380952385,3.0,0,18.98,114.08,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,113.42221956787174,31235.87,181427.19,0.754551614976046,4.385240255517898,4.14572,3.0,3.0,2.0,3.0,5.0,55.333,1.0,5.0,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,120.0,117.0,UNITED CHURCH OF CHRIST HOMES,,,EPHRATA MANOR,,,,,2017-12-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395857,EPHRATA MANOR,PA,2018,0,,,,,,,,,,,52.774984450923235,3.0,9.216560738581148,3.0,18.777952380952385,3.0,0,19.23,112.39,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,111.89631377077028,30936.29,177123.88,0.7577978830285016,4.33914925846371,4.35137,,4.0,,,,64.000,1.0,4.0,,1.0,13000.0,0.0,1.0,N,,,,,Non profit - Corporation,120.0,111.1,UNITED CHURCH OF CHRIST HOMES,,,EPHRATA MANOR,,,,,2018-12-01,1,1,0,0,1,1,0,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395857,EPHRATA MANOR,PA,2019,0,,,,,,,,,,,52.774984450923235,3.0,9.216560738581148,3.0,18.777952380952385,3.0,0,18.71,113.31,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,112.93948479057175,30561.35,176095.18,0.7415524271384732,4.275106891847458,4.16532,,3.0,,,,21.333,1.0,1.0,,1.0,13000.0,0.0,1.0,N,,,,,Non profit - Corporation,120.0,115.3,UNITED CHURCH OF CHRIST HOMES,,,EPHRATA MANOR,,,,,2019-11-01,1,1,0,0,1,1,0,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395857,EPHRATA MANOR,PA,2020,0,,,,,,,,,,,52.774984450923235,3.0,9.216560738581148,3.0,18.777952380952385,3.0,0,18.73,77.32,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,366.0,104.43054228380316,34208.0,177556.74,0.897776184548869,4.654616183923355,5.10008,5.0,5.0,5.0,5.0,5.0,11.333,0.0,0.0,,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,120.0,105.2,UNITED CHURCH OF CHRIST HOMES,,,EPHRATA MANOR,,,,,2020-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395857,EPHRATA MANOR,PA,2021,0,,,,,,,,,,,52.774984450923235,3.0,9.216560738581148,3.0,18.777952380952385,3.0,0,19.44,91.11,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,365.0,91.04139260497956,32451.51,158621.61,0.981042810512786,4.805605114536975,4.90826,4.0,4.0,5.0,5.0,5.0,11.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,120.0,88.1,UNITED CHURCH OF CHRIST HOMES,,,EPHRATA MANOR,,,,,2021-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395857,EPHRATA MANOR,PA,2022,0,,,,,,,,,,,52.774984450923235,3.0,9.216560738581148,3.0,18.777952380952385,3.0,0,18.12,94.35,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,93.95759542389978,31485.79,148144.77000000002,0.9186803424560868,4.324906381825867,4.15798,4.0,,5.0,5.0,5.0,5.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,,,,,Non profit - Corporation,120.0,96.4,UNITED CHURCH OF CHRIST HOMES,,,EPHRATA MANOR,,,,,2022-11-01,1,1,1,0,1,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395857,EPHRATA MANOR,PA,2023,0,,,,,,,,,,,52.774984450923235,3.0,9.216560738581148,3.0,18.777952380952385,3.0,0,18.18,,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,365.0,103.34302901205076,32630.13,162442.59,0.8666140758334769,4.316549278652594,4.33246,4.0,,5.0,5.0,4.0,6.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,108.0,48.0,11.0,0.4444444444444444,Non profit - Corporation,120.0,102.9,UNITED CHURCH OF CHRIST HOMES,,,EPHRATA MANOR,PA,,,,2023-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395857,EPHRATA MANOR,PA,2024,0,,,,,,,,,,,52.774984450923235,3.0,9.216560738581148,3.0,18.777952380952385,3.0,0,,,False,False,False,False,False,False,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,366.0,107.14718705207837,32491.85,172026.41,0.830356280071294,4.395514599713495,4.48876,5.0,,4.0,5.0,4.0,24.667,0.0,0.0,,1.0,13845.0,0.0,1.0,N,109.0,51.25,10.75,0.4694940476190475,Non profit - Corporation,120.0,104.2,UNITED CHURCH OF CHRIST HOMES,,,EPHRATA MANOR,PA,,,,2024-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395857,EPHRATA MANOR,PA,2025,0,,,,,,,,,,,52.774984450923235,3.0,9.216560738581148,3.0,18.777952380952385,3.0,0,,,False,False,False,True,False,True,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,1,1,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,273.0,113.57823167170991,23901.43,125268.0,0.7710359148522862,4.040378223638323,4.07295,5.0,,4.0,5.0,3.0,14.000,0.0,0.0,,1.0,13845.0,0.0,1.0,N,112.0,61.0,10.0,0.5446428571428571,Non profit - Corporation,120.0,113.7,UNITED CHURCH OF CHRIST HOMES,,,EPHRATA MANOR,PA,,,,2025-11-01,1,1,1,1,1,1,1,1
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395857,EPHRATA MANOR,PA,2026,0,,,,,,,,,,,52.774984450923235,3.0,9.216560738581148,3.0,18.777952380952385,3.0,0,,,False,False,False,True,False,True,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,0,1,1,1,0,1,1.0,1.0,11.0,3.0,9.0,,,,,,,3.97297,5.0,,4.0,5.0,3.0,14.000,,,,1.0,13845.0,0.0,1.0,N,,,,,Non profit - Corporation,120.0,112.1,UNITED CHURCH OF CHRIST HOMES,,,EPHRATA MANOR,PA,,,,2026-03-01,0,1,1,0,0,1,1,0
gold_plus_silver_v2_same_state,control,control_v2_gold_plus_silver_same_state,,395860,LOYALHANNA CARE CENTER,PA,2016,0,,,,,,,,,,,66.1919436345967,3.0,5.7107784256559775,3.0,16.435655976676387,3.0,0,17.17,98.15,,,,,,,2016.0,2023.0,control_weighted_pseudocohort,6.0,1,0,0,1,1,0,0,0,1.0,1.0,11.0,3.0,9.0,,,,,,,3.20658,1.0,2.0,1.0,1.0,1.0,227.833,0.0,17.0,,0.0,0.0,1.0,1.0,N,,,,,For profit - Partnership,120.0,114.0,LOYALHANNA HEALTHCARE ASSOCIATES,,,LOYALHANNA CARE CENTER,,,,,,0,1,1,0,0,1,1,0
